"x","y","twi","slope","aspect","dem","tcd","forestedge","broadleaf","water","canopy","campsites","streets","urban","railway","military","ocs","bdod","sand","silt","Year","Month","Class","airtemp_3m","prec_3m"
409654.598336005,5738176.55416018,-3.57488369941711,1.11077404022217,72.0888061523438,134.116897583008,80.3957977294922,70.7106781005859,1,1200,25.751070022583,5095.58642578125,150,158.113891601562,6382.4560546875,23163.44140625,63.0320129394531,124,693.892456054688,202.320236206055,2014,3,"fire",4.10150623321533,23.0622634887695
298304.598336005,5870676.55416018,-1.63704299926758,0.170936092734337,164.022537231445,81.2114562988281,79.7360153198242,100,0,8922.1630859375,14.875129699707,9774.7119140625,100,447.213592529297,779.368530273438,3400.73510742188,37.0435409545898,126.70255279541,755.927185058594,133.351516723633,2014,3,"fire",4.26892805099487,18.1666984558105
295454.598336005,5874876.55416018,-3.05283975601196,0.432092010974884,144.594970703125,79.0768585205078,73.8485946655273,50,0.004612513817847,14150.794921875,17.7272968292236,15766.81640625,50,500,4801.107421875,3833.07958984375,52.3723640441895,131.462173461914,748.850280761719,158.366119384766,2014,3,"fire",4.13333320617676,18.6666660308838
335604.598336005,5885176.55416018,-3.60150408744812,0.640227198600769,133.379196166992,80.9536819458008,72.41650390625,141.421356201172,0,11862.2294921875,21.0932350158691,17004.265625,50,212.132019042969,3337.11328125,1343.5029296875,48.8786125183105,129.168075561523,731.85498046875,152.871597290039,2014,3,"fire",4.13333320617676,18.6666660308838
404004.598336005,5736326.55416018,-2.91809558868408,0.252774715423584,94.6252059936523,79.0798492431641,79.1290969848633,50,0.015485697425902,14350.0869140625,21.0688552856445,15492.740234375,100,884.59033203125,4929.900390625,4202.97509765625,54.4462890625,130.228012084961,753.10595703125,160.937606811523,2014,3,"fire",4.13333320617676,18.6666660308838
365704.598336005,5764826.55416018,-3.47424125671387,1.73677968978882,190.470062255859,88.7510757446289,72.5354690551758,70.7106781005859,0,12536.34765625,23.0851631164551,13709.2119140625,70.7106781005859,141.421356201172,8492.888671875,9652.072265625,51.919116973877,123.641738891602,742.727172851562,173.524673461914,2014,3,"fire",4.21045875549316,19.9857082366943
474504.598336005,5769476.55416018,-3.1354968547821,0.867118239402771,175.912017822266,92.4617385864258,72.1567840576172,158.113891601562,0,12427.7919921875,23.3822116851807,13582.064453125,100,111.803398132324,8479.4794921875,9784.298828125,53.8798980712891,121.551124572754,737.759582519531,173.524673461914,2014,3,"fire",4.21348571777344,19.9891796112061
432704.598336005,5848026.55416018,-3.59964990615845,2.50655746459961,155.33854675293,85.8332824707031,68.5472640991211,50,0,12367.09375,15.3266363143921,13520.8173828125,100,364.005493164062,8655.1396484375,10073.35546875,54.6819381713867,130.644287109375,735.129699707031,173.340057373047,2014,3,"fire",4.22584915161133,19.9953327178955
422404.598336005,5849926.55416018,-3.21943283081055,0.561699211597443,321.751831054688,82.0205917358398,66.9102096557617,212.132019042969,0,12759.7998046875,25.4059276580811,17441.330078125,100,1101.1357421875,4117.951171875,2284.73193359375,47.4378280639648,122.311058044434,754.317687988281,134.531753540039,2014,3,"fire",4.13333320617676,18.7368850708008
398004.598336005,5732726.55416018,-4.88971853256226,1.42607796192169,246.493774414062,96.619010925293,65.332275390625,141.421356201172,0,10230.591796875,23.6388206481934,16339.67578125,50,806.225769042969,9880.630859375,8403.8681640625,48.5049285888672,123.759384155273,753.841003417969,161.16584777832,2014,3,"fire",4.14110088348389,20.0345821380615
365054.598336005,5766826.55416018,-3.84912991523743,1.18310451507568,297.088897705078,90.7037506103516,67.2804260253906,70.7106781005859,0,10121.2646484375,22.4166984558105,16542.06640625,111.803398132324,776.208740234375,9872.587890625,8170.6796875,48.4244537353516,127.506698608398,758.069946289062,157.555358886719,2014,3,"fire",4.14085721969604,19.9782199859619
452004.598336005,5777026.55416018,-3.37494707107544,0.372709721326828,270.292419433594,88.2759704589844,66.0146865844727,150,0,12480.484375,27.6891174316406,15234.2548828125,100,863.1337890625,7193.01806640625,6310.50732421875,55.4792442321777,123.993347167969,750.805236816406,168.963455200195,2014,3,"fire",4.16480588912964,19.3775596618652
456404.598336005,5789276.55416018,-0.600742697715759,0.216498270630836,65.7270584106445,27.3937320709229,83.0991363525391,70.7106781005859,0.441509693861008,1788.85437011719,22.2273197174072,2798.66040039062,269.258239746094,1159.74133300781,3442.1611328125,5000,55.4432983398438,116.822792053223,832.51416015625,75.2879638671875,2014,4,"fire",7.93393087387085,18.4893341064453
404154.598336005,5900676.55416018,-5.23827028274536,4.03974866867065,266.226165771484,34.7220306396484,83.5517349243164,70.7106781005859,0,6262.78662109375,20.0610866546631,1850.67553710938,50,70.7106781005859,519.600952148438,4534.86474609375,36.3935585021973,101.887992858887,532.600646972656,157.133148193359,2014,4,"fire",7.63270568847656,21.4094047546387
342754.598336005,5891076.55416018,-3.37594676017761,2.15738725662231,73.3810958862305,47.8831100463867,56.6939544677734,50,0.106525577604771,3945.88403320312,11.9732990264893,4843.810546875,300,50,2498.29516601562,4069.705078125,45.0995864868164,130.988433837891,834.743225097656,86.9540710449219,2014,4,"fire",7.86666679382324,21.6916885375977
299254.598336005,5872276.55416018,-2.36830949783325,0.297209441661835,229.970764160156,44.4452056884766,75.1253433227539,492.442901611328,0,3802.95947265625,23.5604648590088,4286.3154296875,50,538.516479492188,812.666687011719,15906.3662109375,60.7323303222656,112.790130615234,832.723754882812,81.052360534668,2014,4,"fire",7.90282821655273,19.602165222168
395454.598336005,5752126.55416018,-2.51334643363953,0.501120626926422,212.892578125,59.2322578430176,79.1656494140625,158.113891601562,0,4766.8125,23.983247756958,4704.25341796875,111.803398132324,200,597.484497070312,15101.32421875,58.8137435913086,125.392807006836,712.795837402344,172.699081420898,2014,4,"fire",7.70314073562622,17.6505565643311
328054.598336005,5771026.55416018,-1.56208860874176,0.403877168893814,167.506256103516,122.724769592285,76.0745697021484,180.277557373047,0,4825.97119140625,23.1757373809814,7404.22216796875,158.113891601562,424.264038085938,1018.93988037109,15107.6142578125,51.5103034973145,115.893409729004,736.311340332031,179.804000854492,2014,4,"fire",7.67068481445312,22.8484420776367
341404.598336005,5774476.55416018,-4.12763738632202,1.18771016597748,265.735656738281,41.9106559753418,74.4866256713867,180.277557373047,0,761.577331542969,26.81614112854,3460.1298828125,180.277557373047,206.1552734375,2326.46118164062,212.132019042969,65.9668273925781,115.203399658203,805.082275390625,109.323097229004,2014,4,"fire",7.93257331848145,21.4393424987793
418104.598336005,5767976.55416018,-3.79411840438843,0.979497611522675,184.711486816406,55.3099479675293,85.1021118164062,180.277557373047,0.039195325225592,2065.18774414062,21.2024250030518,4570.8310546875,100,250,249.744552612305,21758.044921875,45.0599212646484,113.275146484375,735.077758789062,157.562774658203,2014,5,"fire",10.1719932556152,39.3911247253418
446754.598336005,5816226.55416018,-2.8436233997345,1.27209794521332,280.085632324219,51.9865531921387,70.4167098999023,50,0,460.977233886719,14.1881580352783,2498.99975585938,0,890.224670410156,5507.1953125,16725.8046875,49.1498756408691,105.562286376953,785.675231933594,96.1217041015625,2014,5,"fire",10.6739320755005,46.3607788085938
329354.598336005,5853726.55416018,-2.34524202346802,0.592360079288483,183.537063598633,81.6882553100586,90.8449935913086,180.277557373047,0,2860.06982421875,18.9971103668213,2798.66040039062,111.803398132324,1265.89892578125,6866.9873046875,31129.80859375,51.8195571899414,120.883171081543,742.988220214844,156.475280761719,2014,6,"fire",12.8999996185303,59.1267585754395
394554.598336005,5789426.55416018,-3.46452927589417,0.378459513187408,253.35595703125,75.0458679199219,83.547004699707,150,0,4530.4521484375,22.027214050293,4436.49658203125,50,1978.00402832031,5195.9658203125,31269.953125,45.0618362426758,118.051742553711,738.654418945312,170.301422119141,2014,6,"fire",12.886604309082,57.1432113647461
430454.598336005,5700926.55416018,5.8008131980896,2.67213463783264,172.109741210938,70.4492874145508,85.7788925170898,111.803398132324,0.70433121919632,610.327758789062,25.1179389953613,4850.2578125,50,1060.66015625,9297.37890625,15028.140625,48.8872184753418,114.089614868164,723.407958984375,218.394897460938,2014,6,"fire",12.9933080673218,72.8371887207031
376704.598336005,5887676.55416018,-2.85109543800354,0.528775215148926,187.853454589844,41.3113479614258,90.2479400634766,111.803398132324,2.7452801078e-05,1866.8154296875,29.6747875213623,10183.3203125,50,850,3303.76293945312,16331.0283203125,65.1610794067383,126,790.919799804688,108.470634460449,2014,6,"fire",13.956036567688,54.6825485229492
353054.598336005,5875726.55416018,-3.20170831680298,0.44684761762619,202.756057739258,45.1163940429688,86.2241897583008,250,0.01699423417449,890.224670410156,23.7226543426514,1486.60693359375,50,250,497.943695068359,4792.96337890625,42.4379692077637,116.777412414551,579.722412109375,109.054252624512,2014,6,"fire",14.3188190460205,53.114143371582
414204.598336005,5729176.55416018,-2.64737844467163,0.739857792854309,157.738464355469,70.3427581787109,85.4731979370117,50,1.2284777767e-05,6245.3984375,19.8052635192871,12912.9775390625,70.7106781005859,70.7106781005859,3252.3818359375,31181.765625,54.3050422668457,126.6591796875,769.0078125,148.848907470703,2014,6,"fire",12.9418058395386,56.8327522277832
372454.598336005,5718076.55416018,-1.64732468128204,0.350773632526398,157.119781494141,44.5615043640137,73.3063201904297,141.421356201172,0,3909.28393554688,28.6436290740967,6232.57568359375,70.7106781005859,141.421356201172,1782.01025390625,12225.89453125,59.1675262451172,117.585815429688,853.145263671875,71.5749435424805,2014,6,"fire",13.9784641265869,49.1069755554199
386004.598336005,5843976.55416018,-2.94659781455994,0.723728537559509,151.227066040039,63.6446380615234,78.8320236206055,158.113891601562,0,1662.07690429688,18.0704345703125,6165.427734375,158.113891601562,961.769226074219,1994.38134765625,13150.0947265625,59.6331901550293,112.777824401855,816.763366699219,106.934448242188,2014,6,"fire",13.9041585922241,51.7322387695312
447704.598336005,5883226.55416018,-3.47506022453308,1.11827433109283,117.976287841797,82.2287216186523,84.4602203369141,158.113891601562,0.000442082935479,6268.173828125,26.6175479888916,9174.01171875,50,304.138122558594,633.246154785156,21325.1015625,45.6464691162109,114.488082885742,669.42041015625,185.274566650391,2014,6,"fire",13.8868732452393,57.4858512878418
409054.598336005,5711426.55416018,-3.02916646003723,0.269564151763916,212.246383666992,35.8174629211426,69.1206512451172,50,0,1004.98754882812,15.7917337417603,4177.31982421875,300,304.138122558594,439.213134765625,13686.9462890625,52.6460990905762,127.965110778809,814.027404785156,94.5882186889648,2014,6,"fire",13.8846683502197,52.9270706176758
355554.598336005,5785326.55416018,-3.80112814903259,2.31314301490784,133.181533813477,62.4399070739746,80.5175247192383,254.950973510742,0,3361.54711914062,23.396448135376,5814.8515625,141.421356201172,707.106750488281,5418.6240234375,19696.763671875,50.8230323791504,118.535453796387,833.057922363281,90.8243408203125,2014,6,"fire",13.8208293914795,51.0689315795898
452304.598336005,5803576.55416018,0.682484924793243,1.28124523162842,206.668060302734,37.5763168334961,75.6556167602539,100,0,3444.19775390625,22.8052616119385,5559.90087890625,100,200,1777.0458984375,2121.90942382812,44.0259132385254,123.31184387207,695.893615722656,193.319396972656,2014,6,"fire",13.4510698318481,51.4010696411133
393204.598336005,5757476.55416018,-4.77669143676758,2.73347210884094,311.067321777344,45.024055480957,82.6419677734375,100,0,5980.17529296875,19.65358543396,7689.603515625,100,919.238830566406,4097.26123046875,9348.3955078125,50.7258338928223,114.129066467285,861.918762207031,68.7771072387695,2014,6,"fire",13.9633302688599,49.9658813476562
373554.598336005,5832776.55416018,9.08254623413086,0.705620408058167,196.793426513672,61.7141075134277,79.2998428344727,158.113891601562,0,3150,26.3022537231445,5336.66552734375,100,2205.10766601562,5971.52294921875,18457.654296875,56.6755218505859,116.654151916504,827.168212890625,107.132629394531,2014,6,"fire",13.8144454956055,50.5091018676758
463204.598336005,5718176.55416018,-1.34315121173859,0.780892014503479,280.82177734375,88.6886901855469,73.3426971435547,111.803398132324,0,427.200164794922,26.5462303161621,3363.40600585938,70.7106781005859,552.268005371094,12772.1953125,33393.71484375,47.6395454406738,104.44548034668,739.085510253906,167.394729614258,2014,6,"fire",12.8477878570557,61.8022117614746
405154.598336005,5772726.55416018,-2.32934165000915,0.310959845781326,120.579307556152,44.4487190246582,75.2963104248047,100,2.878367377e-05,4550.2744140625,22.8618450164795,7914.70166015625,111.803398132324,900,2763.11596679688,10204.41015625,50.9020385742188,122.825210571289,864.583984375,67.1579284667969,2014,6,"fire",13.94948387146,49.9589309692383
426604.598336005,5887826.55416018,2.96287894248962,1.46671140193939,250.413482666016,55.362964630127,64.7052307128906,447.213592529297,0,5322.59326171875,24.1696243286133,6318.62353515625,150,460.977233886719,4343.40869140625,20999.5234375,53.4290313720703,109.975303649902,846.164489746094,92.668083190918,2014,6,"fire",13.8548736572266,52.4311485290527
358904.598336005,5857276.55416018,-2.9349045753479,1.97919368743897,196.554351806641,89.0907974243164,79.8322830200195,500,0,3987.79370117188,22.7705936431885,7324.6162109375,50,1280.62487792969,9874.123046875,18435.8359375,61.0245208740234,102.799301147461,731.622131347656,148.906692504883,2014,6,"fire",12.9912643432617,69.478759765625
395004.598336005,5703226.55416018,-5.28660726547241,3.3755419254303,266.724670410156,70.1344299316406,77.0134124755859,150,0.003404376795515,1855.39758300781,27.8410549163818,4409.6484375,50,850,6191.47998046875,30110.21484375,48.2384338378906,108.743255615234,731.546020507812,164.441604614258,2014,6,"fire",12.8740119934082,52.1049880981445
391254.598336005,5877426.55416018,-3.96020460128784,4.9514422416687,124.51146697998,42.5091781616211,71.9650344848633,223.606796264648,0,1812.45690917969,24.2268238067627,10630.380859375,250,223.606796264648,279.337646484375,17867.568359375,45.9144706726074,118.550163269043,655.903869628906,203.546203613281,2014,6,"fire",13.6931600570679,70.1999435424805
375104.598336005,5749176.55416018,-2.47030019760132,0.823682308197021,115.543388366699,88.267936706543,74.887939453125,70.7106781005859,0,2005.6171875,22.188627243042,5521.77490234375,70.7106781005859,158.113891601562,10225.9765625,14832.734375,44.7762794494629,109.976753234863,722.747802734375,129.116485595703,2014,6,"fire",13.0630168914795,73.3597564697266
442104.598336005,5795376.55416018,-2.81842684745789,0.467789381742477,162.737106323242,46.7670516967773,89.0114898681641,100,0,5689.0244140625,17.9579448699951,1780.44934082031,70.7106781005859,180.277557373047,705.686401367188,8018.26025390625,26.5748844146729,53.0942306518555,522.557678222656,30.8424205780029,2014,6,"fire",14.1383428573608,53.4334526062012
428704.598336005,5793226.55416018,-5.3887357711792,4.0631947517395,91.4161911010742,62.7753410339355,66.1210479736328,50,0,3467.70825195312,20.2963695526123,5934.8544921875,50,50,4245.42236328125,20335.498046875,52.8441581726074,112.986503601074,828.209716796875,92.2281723022461,2014,6,"fire",13.8597097396851,51.2984504699707
344204.598336005,5822726.55416018,-3.84876108169556,1.9903883934021,340.470886230469,79.4455413818359,85.2534103393555,70.7106781005859,0.000125841499539,2468.29907226562,25.3486080169678,4128.25634765625,269.258239746094,943.398071289062,3314.58813476562,8376.15625,67.7556457519531,118.90308380127,719.380310058594,190.074462890625,2014,6,"fire",13.837664604187,53.969310760498
393404.598336005,5838676.55416018,-2.69863295555115,0.212199345231056,185.667510986328,82.1151275634766,65.0623474121094,50,0,5030.1591796875,20.6425533294678,6103.27783203125,50,838.152709960938,2305.37475585938,8156.5927734375,51.3260154724121,118.171630859375,732.988098144531,165.472320556641,2014,6,"fire",13.8734378814697,50.8019599914551
312604.598336005,5782476.55416018,-2.63359332084656,0.186810508370399,104.308288574219,90.1754837036133,83.5410003662109,200,0,4741.3076171875,17.0664596557617,9504.8671875,250,550,1881.01574707031,5053.958984375,46.9526634216309,119.014236450195,683.140197753906,192.752365112305,2014,6,"fire",13.9333333969116,44.8968772888184
422054.598336005,5879576.55416018,-1.76919448375702,0.313142836093903,136.250350952148,97.0094451904297,75.7455444335938,70.7106781005859,0,7000,18.3787460327148,9449.3388671875,100,111.803398132324,6587.62353515625,12920.7197265625,58.4180641174316,116.407745361328,699.304321289062,191.154174804688,2014,6,"fire",13.7340650558472,53.1001129150391
402454.598336005,5843376.55416018,-5.39473676681519,3.1583993434906,248.408752441406,57.9653587341309,75.8213119506836,400,0,6338.76953125,24.0360794067383,7751.451171875,70.7106781005859,1358.30773925781,3044.22290039062,22703.5234375,47.5682907104492,117.106803894043,836.482971191406,105.030502319336,2014,6,"fire",13.9084186553955,51.8456611633301
390654.598336005,5735376.55416018,-2.38107061386108,0.376881539821625,190.34944152832,57.0542068481445,61.7334899902344,50,0,8500.1474609375,12.1700782775879,11413.259765625,70.7106781005859,111.803398132324,5066.6201171875,13873.0849609375,48.4949760437012,129.86344909668,719.208068847656,193.415100097656,2014,6,"fire",13.8889694213867,48.3174667358398
422254.598336005,5884626.55416018,-4.42941474914551,2.39797306060791,120.829971313477,137.857131958008,77.267219543457,282.842712402344,0,4661.81298828125,23.7283039093018,8035.0791015625,200,1204.15942382812,7595.51171875,8752.2861328125,53.7735633850098,118.303863525391,598.005126953125,260.853057861328,2014,6,"fire",13.5222034454346,59.3816680908203
455454.598336005,5781426.55416018,-3.55834603309631,0.5797039270401,140.019195556641,95.6875839233398,85.2456970214844,70.7106781005859,0.022878866642714,10893.1171875,31.6420993804932,10612.4921875,141.421356201172,1054.75109863281,9229.9140625,12619.4296875,47.9003753662109,122.72673034668,548.623779296875,297.606231689453,2014,6,"fire",13.5038480758667,54.5729217529297
440154.598336005,5801126.55416018,-3.62103080749512,0.883232951164246,63.341178894043,51.1384315490723,74.6338806152344,111.803398132324,0,11322.5439453125,27.7638282775879,11300.99609375,50,390.512481689453,8078.23876953125,7736.9248046875,39.924072265625,126.726219177246,734.467224121094,162.593246459961,2014,6,"fire",13.8765563964844,67.8174514770508
309154.598336005,5896726.55416018,-4.97359228134155,3.30303859710693,71.2959823608398,75.9343872070312,82.4797592163086,111.803398132324,0,13113.732421875,17.6696434020996,13072.5859375,250,460.977233886719,2571.43823242188,15960.7333984375,53.4321975708008,128.949005126953,596.771423339844,252.92155456543,2014,7,"fire",16.9730644226074,91.7170562744141
384804.598336005,5780876.55416018,-1.372967004776,0.560007929801941,196.762786865234,65.6573104858398,85.7872924804688,150,0,150,28.309497833252,10311.4013671875,141.421356201172,1001.24920654297,5967.69677734375,19414.556640625,55.968921661377,111.828277587891,396.610107421875,145.32405090332,2014,7,"fire",16.5548572540283,63.1744422912598
346304.598336005,5894626.55416018,-3.14551877975464,1.03055059909821,34.8547286987305,46.1986999511719,80.0626525878906,223.606796264648,0,3463.01879882812,26.2556056976318,4858.24072265625,111.803398132324,955.248657226562,4019.9140625,8232.861328125,55.4389533996582,119.904304504395,863.889831542969,64.8087615966797,2014,7,"fire",17.1558837890625,63.7266960144043
393854.598336005,5894776.55416018,-0.325731813907623,1.79662430286407,71.4809722900391,88.3803634643555,89.3060913085938,70.7106781005859,0.001774661475793,6909.5947265625,18.2936344146729,8607.7001953125,158.113891601562,427.200164794922,3550.93286132812,11100.4501953125,45.3938331604004,122.27848815918,722.054260253906,175.375198364258,2014,7,"fire",16.9890995025635,74.3851852416992
375154.598336005,5750076.55416018,5.30005931854248,0.647896230220795,171.044860839844,38.0690307617188,83.7679977416992,141.421356201172,0.00012232743029,3756.66088867188,24.7440052032471,8406.0986328125,50,150,2561.18432617188,17287.9296875,56.1566200256348,120.777824401855,806.308288574219,109.234870910645,2014,7,"fire",16.8999996185303,78.9448928833008
440754.598336005,5728076.55416018,-2.35209012031555,0.616921305656433,121.208633422852,70.4074554443359,59.8604774475098,212.132019042969,0,3640.05517578125,23.1711864471436,5040.33740234375,254.950973510742,2198.294921875,3793.41967773438,16520.365234375,53.4429359436035,111.4970703125,834.577758789062,97.750129699707,2014,7,"fire",17.0318870544434,67.6800689697266
393254.598336005,5734526.55416018,9.78749561309814,0.589572072029114,126.796104431152,37.6522369384766,88.9873657226562,427.200164794922,0,3214.42065429688,20.5313835144043,8191.76416015625,111.803398132324,1004.98754882812,4016.72290039062,19043.634765625,55.1500587463379,112.618644714355,803.65771484375,106.415786743164,2014,7,"fire",16.8999996185303,78.3060989379883
430654.598336005,5703326.55416018,-5.76664209365845,5.20183277130127,76.2798843383789,41.0494346618652,83.8754196166992,50,0.070670664310455,3647.25903320312,23.2661399841309,7079.90087890625,50,450,1311.53686523438,11890.0166015625,49.2474784851074,125.710136413574,836.591369628906,86.5394058227539,2014,7,"fire",17.1683559417725,60.6615715026855
353554.598336005,5764876.55416018,-2.43707323074341,1.6361141204834,80.9810943603516,50.2324638366699,68.7817687988281,150,0,855.862121582031,25.7330188751221,3698.986328125,158.113891601562,304.138122558594,7115.5107421875,0,52.9567375183105,123.618713378906,829.711975097656,99.0898284912109,2014,7,"fire",17.105152130127,67.6954498291016
388354.598336005,5764326.55416018,-4.41040468215942,1.24950706958771,71.0448532104492,138.061660766602,79.7799682617188,150,0,1744.2763671875,25.3865051269531,6997.14208984375,141.421356201172,291.547576904297,2382.39208984375,27772.107421875,56.5154685974121,118.056594848633,697.445678710938,209.053009033203,2014,7,"fire",16.5923824310303,74.2480621337891
426204.598336005,5812276.55416018,-4.36061954498291,3.56053900718689,225.669647216797,46.0288696289062,80.869514465332,50,0.255942553281784,2878.36767578125,24.616886138916,6662.01953125,111.803398132324,403.112884521484,1229.88537597656,11971.0068359375,44.7467231750488,126.023155212402,733.778686523438,180.988388061523,2014,7,"fire",16.7929840087891,56.7015686035156
263104.598336005,5892426.55416018,-3.17466402053833,0.420020818710327,240.330810546875,42.0678405761719,68.039192199707,50,0,5119.5703125,26.819206237793,5173.24853515625,100,1463.72814941406,3149.13891601562,12127.654296875,58.9994735717773,110.757286071777,859.123107910156,68.5816268920898,2014,7,"fire",17.1993446350098,61.8137741088867
409604.598336005,5788826.55416018,-2.85109543800354,0.528775215148926,187.853454589844,41.3113479614258,90.2479400634766,111.803398132324,2.7452801078e-05,1866.8154296875,29.6747875213623,10183.3203125,50,850,3303.76293945312,16331.0283203125,65.1610794067383,126,790.919799804688,108.470634460449,2014,7,"fire",17.2261409759521,72.1346664428711
439354.598336005,5725226.55416018,-2.40807271003723,1.3917680978775,178.822906494141,98.0379943847656,78.4678421020508,50,0.002841863548383,7082.54931640625,17.1868762969971,9615.7421875,100,300,6785.55712890625,12956.1767578125,55.2766647338867,119.668815612793,681.322692871094,181.78678894043,2014,7,"fire",16.8245525360107,68.7581329345703
387454.598336005,5736976.55416018,-0.978992879390717,0.527548670768738,100.062164306641,42.0506324768066,90.3676528930664,100,7.083324817e-06,3189.43579101562,27.2311706542969,8759.56640625,50,452.769287109375,2622.12719726562,15098.7578125,63.9574508666992,124.472846984863,726.619689941406,143.183517456055,2014,7,"fire",17.2062034606934,71.5197830200195
367854.598336005,5836426.55416018,-3.12736129760742,0.434379786252975,304.415100097656,41.4073181152344,88.0202560424805,254.950973510742,0,1612.45153808594,26.7453899383545,10218.12109375,50,820.06103515625,3489.4072265625,16471.33984375,72.7055740356445,116,786.581176757812,122.470237731934,2014,7,"fire",17.2461185455322,72.3075332641602
397654.598336005,5863026.55416018,-0.978992879390717,0.527548670768738,100.062164306641,42.0506324768066,90.3676528930664,100,7.083324817e-06,3189.43579101562,27.2311706542969,8759.56640625,50,452.769287109375,2622.12719726562,15098.7578125,63.9574508666992,124.472846984863,726.619689941406,143.183517456055,2014,7,"fire",17.2062034606934,71.5197830200195
426154.598336005,5835126.55416018,-2.70834136009216,0.456060588359833,202.641159057617,72.1645202636719,62.1336708068848,250,0.156892016530037,1820.02758789062,23.6704196929932,6856.56591796875,111.803398132324,707.106750488281,2532.896484375,17624.76953125,49.9129257202148,110.211524963379,747.167236328125,175.610580444336,2014,7,"fire",16.5665798187256,58.2157096862793
381154.598336005,5771776.55416018,-2.6526312828064,1.42380857467651,320.3779296875,126.874565124512,70.6229934692383,200,0,4007.80493164062,24.7703266143799,6372.00927734375,111.803398132324,626.498229980469,5780.51611328125,6776.6142578125,53.6187133789062,117.53742980957,589.770141601562,277.714263916016,2014,7,"fire",16.7287731170654,73.4474411010742
329804.598336005,5837226.55416018,-2.85109543800354,0.528775215148926,187.853454589844,41.3113479614258,90.2479400634766,111.803398132324,2.7452801078e-05,1866.8154296875,29.6747875213623,10183.3203125,50,850,3303.76293945312,16331.0283203125,65.1610794067383,126,790.919799804688,108.470634460449,2014,7,"fire",17.2261409759521,72.1346664428711
